subject_ID,question_number,factor,resp,rt
22,1,Perseverance,1,3561.300000011921
22,2,Premeditation,1,2422.699999988079
22,3,Positive Urgency,1,5656.300000011921
22,4,Perseverance,1,3440.2000000476837
22,5,Premeditation,1,7678.900000035763
22,6,Negative Urgency,3,3723.199999988079
22,7,Perseverance,2,4122.199999988079
22,8,Negative Urgency,3,5523.600000023842
22,9,Sensation Seeking,2,4192.899999976158
22,10,Positive Urgency,2,2972.599999964237
22,11,Perseverance,2,2091.300000011921
22,12,Premeditation,2,3874
22,13,Negative Urgency,2,3091.399999976158
22,14,Sensation Seeking,3,3440.600000023842
22,15,Negative Urgency,3,4275
22,16,Sensation Seeking,1,2773.800000011921
22,17,Positive Urgency,1,5339.900000035763
22,18,Sensation Seeking,1,3488.399999976158
22,19,Premeditation,1,2897.199999988079
22,20,Positive Urgency,1,3356.5
