subject_ID,question_number,factor,resp,rt
89,1,Perseverance,3,6313.0999999940395
89,2,Premeditation,2,4445.9000000059605
89,3,Positive Urgency,2,6586.700000017881
89,4,Perseverance,2,5437.0999999940395
89,5,Premeditation,3,4725.399999976158
89,6,Negative Urgency,3,5957.199999988079
89,7,Perseverance,2,4205.5
89,8,Negative Urgency,2,4061
89,9,Sensation Seeking,3,6280.199999988079
89,10,Positive Urgency,2,3963.900000005961
89,11,Perseverance,2,3929.599999994039
89,12,Premeditation,2,6207.200000017881
89,13,Negative Urgency,2,3761.099999994039
89,14,Sensation Seeking,3,3964.5
89,15,Negative Urgency,2,6828.300000011921
89,16,Sensation Seeking,3,5972.5
89,17,Positive Urgency,3,5302.200000017881
89,18,Sensation Seeking,3,3085.4000000059605
89,19,Premeditation,3,3205.9000000059605
89,20,Positive Urgency,3,2963.2999999821186
