subject_ID,question_number,factor,resp,rt
76,1,Perseverance,1,3763.199999809265
76,2,Premeditation,2,1909.0999999046328
76,3,Positive Urgency,1,44342.7000002861
76,4,Perseverance,1,1948.9000000953672
76,5,Premeditation,2,1337.5999999046326
76,6,Negative Urgency,2,3017.7999997138977
76,7,Perseverance,1,1994.8000001907349
76,8,Negative Urgency,1,2869.7000002861023
76,9,Sensation Seeking,3,3311
76,10,Positive Urgency,1,207921
76,11,Perseverance,1,3312.599999904633
76,12,Premeditation,2,2085.5
76,13,Negative Urgency,2,2170.800000190735
76,14,Sensation Seeking,3,2561.900000095367
76,15,Negative Urgency,1,1847.9000000953672
76,16,Sensation Seeking,2,2299.099999904633
76,17,Positive Urgency,1,2768
76,18,Sensation Seeking,2,2921.199999809265
76,19,Premeditation,1,2126.099999904633
76,20,Positive Urgency,1,1959.2000002861023
