subject_ID,question_number,factor,resp,rt
93,1,Perseverance,1,4559.60000000149
93,2,Premeditation,1,2475.699999999255
93,3,Positive Urgency,2,5437.5999999996275
93,4,Perseverance,2,3008.199999999255
93,5,Premeditation,2,5572.39999999851
93,6,Negative Urgency,3,3862.300000000745
93,7,Perseverance,1,6837.800000000745
93,8,Negative Urgency,3,5141.299999998882
93,9,Sensation Seeking,2,6352.5
93,10,Positive Urgency,2,2631.5
93,11,Perseverance,1,3610.89999999851
93,12,Premeditation,2,3156.199999999255
93,13,Negative Urgency,2,2240.2000000011176
93,14,Sensation Seeking,4,2572.10000000149
93,15,Negative Urgency,2,4335
93,16,Sensation Seeking,4,4185.300000000745
93,17,Positive Urgency,2,6365.299999998882
93,18,Sensation Seeking,3,4715.699999999255
93,19,Premeditation,2,3166.9000000003725
93,20,Positive Urgency,3,3102.0999999996275
