subject_ID,question_number,factor,resp,rt
130,1,Perseverance,1,7384.800000000745
130,2,Premeditation,2,4344.799999998882
130,3,Positive Urgency,1,6017.4000000003725
130,4,Perseverance,2,3032
130,5,Premeditation,1,4960.5
130,6,Negative Urgency,3,5454.4000000003725
130,7,Perseverance,2,4256.699999999255
130,8,Negative Urgency,3,7682.799999998882
130,9,Sensation Seeking,3,3096.9000000003725
130,10,Positive Urgency,1,3419.199999999255
130,11,Perseverance,1,2159.5
130,12,Premeditation,2,5606.800000000745
130,13,Negative Urgency,2,3436.9000000003725
130,14,Sensation Seeking,3,4771.39999999851
130,15,Negative Urgency,3,4155.5
130,16,Sensation Seeking,4,3045.5999999996275
130,17,Positive Urgency,1,4188.0999999996275
130,18,Sensation Seeking,2,4298.4000000003725
130,19,Premeditation,2,3627.7999999988824
130,20,Positive Urgency,2,3206.7999999988824
