subject_ID,age,gender,nationality,exp_part,block_number,trial_number,trial_type,delay,game1_startRT,game1_color,game1_respKey,game1_respRT,game1_outcome,game2_delay_premature,game2_startRT,game2_HP_prob,game2_HP_amount,game2_LP_prob,game2_LP_amount,game2_pos,game2_respKey,game2_respRT,game2_choice,game2_outcome
18,41,male,british,practice_game1,1,1,practice,na,1466,mixed,j,2060,loss,0,0,0,0,0,0,na,na,0,na,na
18,41,male,british,practice_game1,1,2,practice,na,1401,mixed,f,921,loss,0,0,0,0,0,0,na,na,0,na,na
18,41,male,british,practice_game1,1,3,practice,na,761,mixed,j,521,win,0,0,0,0,0,0,na,na,0,na,na
18,41,male,british,practice_game1,1,4,practice,na,759,mixed,j,675,win,0,0,0,0,0,0,na,na,0,na,na
18,41,male,british,practice_game2,2,1,practice,na,0,na,na,0,na,0,729,0.8,20,0.2,30,LP-HP,j,1860,HP,win
18,41,male,british,practice_game2,2,2,practice,na,0,na,na,0,na,0,544,0.6,10,0.4,40,HP-LP,f,962,HP,win
18,41,male,british,practice_game2,2,3,practice,na,0,na,na,0,na,0,1254,0.7,10,0.3,50,HP-LP,f,830,HP,win
18,41,male,british,practice_game2,2,4,practice,na,0,na,na,0,na,0,696,0.8,50,0.4,20,LP-HP,j,905,HP,win
18,41,male,british,practice_game2,2,5,practice,na,0,na,na,0,na,0,965,0.8,10,0.2,20,HP-LP,f,693,HP,no-win
18,41,male,british,exp,3,2,catch,yes,1501,mixed,j,1536,loss,0,530,0.6,0,0.2,40,LP-HP,j,1601,HP,no-win
18,41,male,british,exp,3,4,exp,yes,1078,mixed,f,760,loss,0,3786,0.6,30,0.4,50,HP-LP,f,1536,HP,no-win
18,41,male,british,exp,3,6,exp,no,1159,mixed,j,2208,win,0,485,0.7,20,0.3,30,LP-HP,j,841,HP,win
18,41,male,british,exp,3,8,exp,no,700,mixed,j,769,win,0,422,0.6,30,0.4,50,LP-HP,j,701,HP,no-win
18,41,male,british,exp,3,10,exp,no,600,mixed,f,688,loss,0,421,0.8,20,0.2,30,HP-LP,f,786,HP,win
18,41,male,british,exp,3,12,exp,yes,606,mixed,j,670,win,0,493,0.8,10,0.2,20,HP-LP,f,865,HP,win
18,41,male,british,exp,3,14,exp,yes,490,mixed,j,637,win,0,440,0.7,10,0.3,30,LP-HP,j,643,HP,win
18,41,male,british,exp,3,16,exp,yes,504,mixed,j,581,win,0,472,0.6,10,0.4,40,HP-LP,f,819,HP,win
18,41,male,british,exp,3,18,exp,no,476,mixed,j,659,loss,0,69,0.6,30,0.4,50,LP-HP,j,729,HP,no-win
18,41,male,british,exp,3,20,exp,no,150,mixed,f,738,loss,0,355,0.6,30,0.4,50,HP-LP,f,751,HP,no-win
18,41,male,british,exp,3,22,catch,no,456,mixed,j,671,win,0,477,0.7,30,0.3,10,HP-LP,f,713,HP,win
18,41,male,british,exp,3,24,catch,no,1167,mixed,j,677,loss,0,381,0.6,0,0.2,40,HP-LP,f,638,HP,win
18,41,male,british,exp,3,26,exp,no,1328,mixed,j,649,win,0,377,0.7,10,0.3,50,HP-LP,f,648,HP,win
18,41,male,british,exp,3,28,exp,yes,442,mixed,j,577,loss,0,410,0.7,20,0.3,30,HP-LP,f,940,HP,win
18,41,male,british,exp,3,30,exp,no,652,mixed,j,689,loss,0,367,0.6,20,0.4,50,LP-HP,j,606,HP,no-win
18,41,male,british,exp,3,32,exp,no,663,mixed,j,571,loss,0,538,0.6,10,0.4,40,HP-LP,f,785,HP,win
18,41,male,british,exp,3,34,catch,yes,624,mixed,j,588,loss,0,378,0.7,0,0.4,30,HP-LP,f,726,HP,no-win
18,41,male,british,exp,3,36,exp,no,571,mixed,j,1350,win,0,1226,0.6,40,0.4,50,LP-HP,j,737,HP,no-win
18,41,male,british,exp,3,38,exp,yes,654,mixed,j,612,win,0,551,0.6,40,0.4,50,LP-HP,j,1285,HP,win
18,41,male,british,exp,3,40,exp,yes,487,mixed,j,572,loss,0,442,0.6,40,0.4,50,HP-LP,f,727,HP,win
18,41,male,british,exp,3,42,exp,no,596,mixed,j,548,win,0,378,0.8,10,0.2,20,HP-LP,f,625,HP,no-win
18,41,male,british,exp,3,44,catch,no,341,mixed,j,541,win,0,456,0.7,0,0.4,30,HP-LP,f,576,HP,win
18,41,male,british,exp,3,46,exp,yes,993,mixed,j,653,win,0,449,0.7,30,0.3,40,HP-LP,f,511,HP,win
18,41,male,british,exp,3,48,exp,yes,551,mixed,j,610,loss,0,508,0.8,10,0.2,20,LP-HP,j,603,HP,win
18,41,male,british,exp,3,50,exp,no,530,mixed,j,1028,loss,0,535,0.7,30,0.3,40,LP-HP,j,486,HP,no-win
18,41,male,british,exp,3,52,catch,yes,448,mixed,j,546,win,0,641,0.7,30,0.3,10,LP-HP,j,554,HP,win
18,41,male,british,exp,4,2,exp,yes,2300,mixed,j,848,loss,0,857,0.6,10,0.4,40,LP-HP,j,609,HP,win
18,41,male,british,exp,4,4,catch,no,590,mixed,j,578,loss,0,53,0.8,50,0.2,30,HP-LP,f,669,HP,win
18,41,male,british,exp,4,6,exp,yes,635,mixed,j,533,win,0,508,0.6,30,0.4,50,LP-HP,j,497,HP,no-win
18,41,male,british,exp,4,8,exp,yes,464,mixed,j,629,loss,0,4599,0.7,10,0.3,50,HP-LP,f,1262,HP,no-win
18,41,male,british,exp,4,10,exp,no,587,mixed,f,894,loss,0,50,0.7,20,0.3,30,LP-HP,j,1622,HP,win
18,41,male,british,exp,4,12,exp,yes,525,mixed,j,548,loss,0,479,0.6,20,0.4,50,HP-LP,f,618,HP,win
18,41,male,british,exp,4,14,exp,no,510,mixed,j,617,loss,0,435,0.7,30,0.3,40,HP-LP,f,601,HP,no-win
18,41,male,british,exp,4,16,exp,no,442,mixed,j,472,win,0,370,0.8,20,0.2,30,LP-HP,j,425,HP,win
18,41,male,british,exp,4,18,exp,yes,471,mixed,j,483,win,0,396,0.7,10,0.3,50,LP-HP,j,491,HP,win
18,41,male,british,exp,4,20,exp,yes,603,mixed,j,1093,win,1,669,0.6,30,0.4,50,HP-LP,f,731,HP,no-win
18,41,male,british,exp,4,22,exp,yes,529,mixed,j,506,loss,0,451,0.8,10,0.2,20,HP-LP,f,554,HP,win
18,41,male,british,exp,4,24,exp,yes,422,mixed,j,508,loss,0,436,0.7,10,0.3,30,LP-HP,j,494,HP,win
18,41,male,british,exp,4,26,exp,yes,457,mixed,j,489,win,0,420,0.6,20,0.4,50,HP-LP,f,623,HP,win
18,41,male,british,exp,4,28,exp,no,404,mixed,j,464,loss,0,471,0.7,10,0.3,50,LP-HP,j,411,HP,win
18,41,male,british,exp,4,30,catch,yes,627,mixed,j,551,loss,1,648,0.7,30,0.3,10,HP-LP,f,611,HP,win
18,41,male,british,exp,4,32,catch,no,416,mixed,j,476,win,0,384,0.8,40,0.2,20,LP-HP,j,469,HP,win
18,41,male,british,exp,4,34,exp,no,733,mixed,j,619,win,0,388,0.7,30,0.3,40,LP-HP,j,666,HP,win
18,41,male,british,exp,4,36,catch,yes,369,mixed,j,454,loss,0,363,0.8,40,0.2,20,LP-HP,j,465,HP,win
18,41,male,british,exp,4,38,exp,yes,336,mixed,j,465,win,1,401,0.8,20,0.2,30,HP-LP,f,522,HP,win
18,41,male,british,exp,4,40,exp,no,639,mixed,j,488,win,0,383,0.6,20,0.4,50,HP-LP,f,613,HP,win
18,41,male,british,exp,4,42,exp,no,571,mixed,j,557,loss,0,393,0.8,10,0.2,20,HP-LP,f,522,HP,win
18,41,male,british,exp,4,44,catch,no,407,mixed,j,484,loss,0,386,0.7,0,0.4,30,LP-HP,j,460,HP,win
18,41,male,british,exp,4,46,exp,yes,876,mixed,j,551,loss,0,406,0.8,20,0.2,30,HP-LP,f,539,HP,no-win
18,41,male,british,exp,4,48,catch,no,546,mixed,j,533,win,0,387,0.6,0,0.2,40,LP-HP,j,476,HP,win
18,41,male,british,exp,4,50,exp,yes,622,mixed,j,525,loss,0,396,0.7,30,0.3,40,HP-LP,j,399,LP,no-win
18,41,male,british,exp,4,52,exp,no,833,mixed,f,790,win,0,694,0.6,10,0.4,40,HP-LP,f,706,HP,no-win
18,41,male,british,exp,5,2,exp,no,1848,mixed,j,601,loss,0,1121,0.7,10,0.3,50,HP-LP,f,860,HP,win
18,41,male,british,exp,5,4,exp,yes,731,mixed,j,538,loss,0,379,0.7,10,0.3,30,HP-LP,f,537,HP,no-win
18,41,male,british,exp,5,6,exp,yes,442,mixed,j,556,win,0,412,0.8,20,0.2,30,LP-HP,j,548,HP,win
18,41,male,british,exp,5,8,exp,yes,567,mixed,j,519,win,0,427,0.7,10,0.3,30,HP-LP,f,557,HP,no-win
18,41,male,british,exp,5,10,exp,yes,563,mixed,j,576,loss,0,330,0.6,10,0.4,40,HP-LP,f,610,HP,win
18,41,male,british,exp,5,12,exp,yes,482,mixed,j,483,loss,0,481,0.8,20,0.2,30,LP-HP,j,507,HP,no-win
18,41,male,british,exp,5,14,exp,yes,444,mixed,j,548,loss,0,388,0.6,20,0.4,50,LP-HP,j,503,HP,win
18,41,male,british,exp,5,16,exp,no,456,mixed,j,535,loss,0,365,0.6,20,0.4,50,HP-LP,f,604,HP,win
18,41,male,british,exp,5,18,exp,no,528,mixed,j,545,loss,0,361,0.6,10,0.4,40,LP-HP,j,794,HP,no-win
18,41,male,british,exp,5,20,catch,yes,506,mixed,j,467,loss,1,402,0.8,50,0.2,30,LP-HP,j,515,HP,win
18,41,male,british,exp,5,22,exp,yes,416,mixed,j,540,win,0,472,0.6,10,0.4,40,LP-HP,j,745,HP,no-win
18,41,male,british,exp,5,24,exp,yes,434,mixed,j,569,loss,1,481,0.6,30,0.4,50,LP-HP,j,618,HP,win
18,41,male,british,exp,5,26,exp,no,414,mixed,j,502,win,0,438,0.7,10,0.3,50,LP-HP,j,524,HP,no-win
18,41,male,british,exp,5,28,exp,no,526,mixed,j,434,loss,0,46,0.6,40,0.4,50,LP-HP,j,614,HP,no-win
18,41,male,british,exp,5,30,exp,no,420,mixed,j,483,win,0,131,0.7,10,0.3,30,LP-HP,j,551,HP,win
18,41,male,british,exp,5,32,catch,no,371,mixed,j,484,loss,0,412,0.8,40,0.2,20,HP-LP,f,644,HP,win
18,41,male,british,exp,5,34,exp,no,862,mixed,j,505,loss,0,61,0.8,20,0.2,30,LP-HP,j,530,HP,win
18,41,male,british,exp,5,36,exp,yes,388,mixed,j,468,loss,0,467,0.7,30,0.3,40,LP-HP,j,512,HP,no-win
18,41,male,british,exp,5,38,exp,no,460,mixed,j,513,win,0,344,0.8,10,0.2,20,LP-HP,j,467,HP,win
18,41,male,british,exp,5,40,catch,no,361,mixed,j,445,loss,0,362,0.8,0,0.3,20,LP-HP,j,346,HP,no-win
