subject_ID,block_number,trial_number,phase,response_number,key,rt
46,3,1,delay,1,space,173
46,3,5,delay,1,space,291
46,3,15,delay,1,space,391
46,3,23,delay,1,space,1043
46,3,25,delay,1,space,266
46,3,27,delay,1,space,215
46,3,29,delay,1,space,249
46,3,31,delay,1,space,280
46,3,37,delay,1,space,224
46,3,39,delay,1,space,238
46,3,39,delay,2,space,1506
46,3,39,delay,3,space,1881
46,3,47,delay,1,space,241
46,4,3,delay,1,space,252
46,4,11,delay,1,space,247
46,4,37,delay,1,space,1326
46,4,45,delay,1,space,268
46,4,51,delay,1,space,321
46,5,3,delay,1,space,379
46,5,7,delay,1,space,762
46,5,13,delay,1,space,64
46,5,27,delay,1,space,76
46,5,39,delay,1,space,453
46,5,43,delay,1,space,318
46,5,51,delay,1,space,361
46,5,51,delay,2,space,1542
46,6,1,delay,1,space,252
46,6,1,delay,2,space,1089
46,6,1,delay,3,space,1501
46,6,1,delay,4,space,1855
46,6,1,delay,5,space,2182
46,6,1,delay,6,space,2590
46,6,1,delay,7,space,2913
46,6,7,delay,1,space,339
46,6,9,delay,1,space,190
46,6,9,delay,2,space,2612
46,6,9,delay,3,space,2917
46,6,11,delay,1,space,65
46,6,11,delay,2,space,251
46,6,11,delay,3,space,450
46,6,11,delay,4,space,652
46,6,11,delay,5,space,841
46,6,11,delay,6,space,1034
46,6,11,delay,7,space,1235
46,6,11,delay,8,space,1446
46,6,11,delay,9,space,1682
46,6,11,delay,10,space,1875
46,6,11,delay,11,space,2074
46,6,11,delay,12,space,2298
46,6,11,delay,13,space,2510
46,6,11,delay,14,space,2712
46,6,11,delay,15,space,2937
46,6,13,delay,1,space,193
46,6,27,delay,1,space,260
46,6,27,delay,2,space,789
46,6,27,delay,3,space,1210
46,6,27,delay,4,space,1505
46,6,27,delay,5,space,1754
46,6,27,delay,6,space,1977
46,6,27,delay,7,space,2483
46,6,27,delay,8,space,2888
46,6,29,delay,1,space,248
46,6,29,delay,2,space,494
46,6,29,delay,3,space,780
46,6,29,delay,4,space,1030
46,6,31,delay,1,space,535
46,6,33,delay,1,space,135
46,6,43,delay,1,space,285
46,6,45,delay,1,space,307
