subject_ID,question_number,factor,resp,rt
103,1,Perseverance,2,6396
103,2,Premeditation,2,6089.899999976158
103,3,Positive Urgency,3,8745.299999952316
103,4,Perseverance,1,4929.299999952316
103,5,Premeditation,2,5015.299999952316
103,6,Negative Urgency,2,9535.199999928474
103,7,Perseverance,2,6811.899999976158
103,8,Negative Urgency,2,14635.600000023842
103,9,Sensation Seeking,3,4909.5
103,10,Positive Urgency,2,3745.5
103,11,Perseverance,2,2609.399999976158
103,12,Premeditation,1,5226.799999952316
103,13,Negative Urgency,2,6554.599999904633
103,14,Sensation Seeking,3,8485.899999976158
103,15,Negative Urgency,1,8997.299999952316
103,16,Sensation Seeking,1,6261.299999952316
103,17,Positive Urgency,1,7421.299999952316
103,18,Sensation Seeking,3,6897.099999904633
103,19,Premeditation,2,5021.199999928474
103,20,Positive Urgency,2,3835.600000023842
