subject_ID,question_number,factor,resp,rt
102,1,Perseverance,1,5453.699999988079
102,2,Premeditation,1,4287.600000023842
102,3,Positive Urgency,1,6140.100000023842
102,4,Perseverance,2,2523.600000023842
102,5,Premeditation,1,5134
102,6,Negative Urgency,3,44009.40000003576
102,7,Perseverance,2,4825.5
102,8,Negative Urgency,2,7048.100000023842
102,9,Sensation Seeking,3,3961.399999976158
102,10,Positive Urgency,2,5043.5
102,11,Perseverance,2,3088.399999976158
102,12,Premeditation,2,123086.09999996424
102,13,Negative Urgency,2,5635.300000011921
102,14,Sensation Seeking,3,6088.699999988079
102,15,Negative Urgency,2,140497.39999997616
102,16,Sensation Seeking,3,2961.300000011921
102,17,Positive Urgency,1,5543.5
102,18,Sensation Seeking,4,3977.800000011921
102,19,Premeditation,1,2931.199999988079
102,20,Positive Urgency,2,5644.899999976158
