subject_ID,block_number,trial_number,phase,response_number,key,rt
85,2,2,delay,1,space,307
85,3,7,delay,1,space,250
85,3,9,delay,1,space,307
85,3,11,delay,1,space,291
85,3,15,delay,1,space,279
85,3,17,delay,1,space,268
85,3,19,delay,1,space,257
85,3,23,delay,1,space,329
85,3,25,delay,1,space,279
85,3,27,delay,1,space,261
85,3,31,delay,1,space,212
85,3,33,delay,1,space,291
85,3,35,delay,1,space,440
85,3,43,delay,1,space,470
85,3,47,delay,1,space,332
85,4,11,delay,1,space,303
85,4,19,delay,1,space,425
85,4,23,delay,1,space,291
85,5,5,delay,1,space,313
85,5,9,delay,1,space,323
85,5,15,delay,1,space,398
85,6,1,delay,1,space,428
