subject_ID,question_number,factor,resp,rt
27,1,Perseverance,2,5936.599999997765
27,2,Premeditation,3,2125.400000002235
27,3,Positive Urgency,2,4118.29999999702
27,4,Perseverance,2,5229.099999997765
27,5,Premeditation,3,4319.199999999255
27,6,Negative Urgency,4,5796.699999999255
27,7,Perseverance,2,5050.300000000745
27,8,Negative Urgency,3,3128.199999999255
27,9,Sensation Seeking,4,3562.699999999255
27,10,Positive Urgency,3,4762.199999999255
27,11,Perseverance,2,2529.099999997765
27,12,Premeditation,3,6692.099999997765
27,13,Negative Urgency,3,1918.10000000149
27,14,Sensation Seeking,3,4541.099999997765
27,15,Negative Urgency,3,2735.800000000745
27,16,Sensation Seeking,3,9399.400000002235
27,17,Positive Urgency,2,7216.800000000745
27,18,Sensation Seeking,3,4462.099999997765
27,19,Premeditation,3,3148.300000000745
27,20,Positive Urgency,4,2859.20000000298
