subject_ID,block_number,trial_number,phase,response_number,key,rt
94,3,21,delay,1,space,162
94,3,25,delay,1,space,257
94,3,27,delay,1,space,127
94,3,29,delay,1,space,3
94,3,29,delay,2,space,297
94,3,31,delay,1,space,285
94,3,33,delay,1,space,48
94,3,33,delay,2,space,301
94,3,35,delay,1,space,58
94,3,35,delay,2,space,307
94,3,35,delay,3,space,884
94,3,39,delay,1,space,384
94,3,43,delay,1,space,105
94,3,43,delay,2,space,344
94,3,43,delay,3,space,1009
94,3,43,delay,4,space,1333
94,3,43,delay,5,space,1750
94,3,43,delay,6,space,2173
94,3,43,delay,7,space,2892
94,4,7,delay,1,space,338
94,4,9,delay,1,space,381
94,4,11,delay,1,space,239
94,4,15,delay,1,space,344
94,4,17,delay,1,space,194
94,4,19,delay,1,space,379
94,4,19,delay,2,space,1043
94,4,19,delay,3,space,1453
94,4,19,delay,4,space,1845
94,4,25,delay,1,space,21
94,4,27,delay,1,space,82
94,4,29,delay,1,space,343
94,4,33,delay,1,space,188
94,4,33,delay,2,space,776
94,4,33,delay,3,space,1275
94,4,33,delay,4,space,1657
94,4,33,delay,5,space,2009
94,4,35,delay,1,space,38
94,4,35,delay,2,space,250
94,4,35,delay,3,space,821
94,4,39,delay,1,space,4
94,4,39,delay,2,space,284
94,4,39,delay,3,space,720
94,4,41,delay,1,space,66
94,4,43,delay,1,space,242
94,4,45,delay,1,space,74
94,4,45,delay,2,space,586
94,4,49,delay,1,space,180
94,4,49,delay,2,space,504
94,4,49,delay,3,space,863
94,4,49,delay,4,space,1295
94,4,49,delay,5,space,1872
94,4,49,delay,6,space,2199
94,4,49,delay,7,space,2449
94,5,1,delay,1,space,36
94,5,1,delay,2,space,329
94,5,5,delay,1,space,345
94,5,5,delay,2,space,732
94,5,5,delay,3,space,1021
94,5,7,delay,1,space,408
94,5,11,delay,1,space,221
94,5,13,delay,1,space,249
94,5,13,delay,2,space,877
94,5,19,delay,1,space,234
94,5,21,delay,1,space,226
94,5,23,delay,1,space,269
94,5,25,delay,1,space,203
94,5,27,delay,1,space,319
94,5,27,delay,2,space,668
94,5,27,delay,3,space,1585
94,5,27,delay,4,space,1924
94,5,29,delay,1,space,51
94,5,29,delay,2,space,611
94,5,31,delay,1,space,159
94,5,37,delay,1,space,243
94,5,39,delay,1,space,84
94,6,5,delay,1,space,109
94,6,7,delay,1,space,106
94,6,15,delay,1,space,426
94,6,17,delay,1,space,401
94,6,17,delay,2,space,819
94,6,19,delay,1,space,253
94,6,19,delay,2,space,669
94,6,19,delay,3,space,1252
94,6,25,delay,1,space,79
94,6,25,delay,2,space,367
94,6,27,delay,1,space,63
94,6,29,delay,1,space,269
94,6,31,delay,1,space,465
94,6,37,delay,1,space,65
94,6,37,delay,2,space,404
94,6,41,delay,1,space,171
94,6,43,delay,1,space,669
94,6,47,delay,1,space,229
94,6,47,delay,2,space,530
94,6,49,delay,1,space,247
