subject_ID,question_number,factor,resp,rt
120,1,Perseverance,1,3644.599999994039
120,2,Premeditation,1,2537.29999999702
120,3,Positive Urgency,2,5964.4000000059605
120,4,Perseverance,1,6229.79999999702
120,5,Premeditation,2,3251.79999999702
120,6,Negative Urgency,2,3712.400000005961
120,7,Perseverance,2,2651.5999999940395
120,8,Negative Urgency,2,3049
120,9,Sensation Seeking,2,2897.1000000089407
120,10,Positive Urgency,1,2670.5
120,11,Perseverance,2,2420.800000011921
120,12,Premeditation,2,3556.3999999910593
120,13,Negative Urgency,3,1435.7999999970198
120,14,Sensation Seeking,2,4852.4000000059605
120,15,Negative Urgency,3,8004.40000000596
120,16,Sensation Seeking,1,2629.5999999940395
120,17,Positive Urgency,2,2388.300000011921
120,18,Sensation Seeking,3,2865.5
120,19,Premeditation,3,2429.9000000059605
120,20,Positive Urgency,3,1982.4000000059605
