subject_ID,question_number,factor,resp,rt
29,1,Perseverance,1,3540.7000000476837
29,2,Premeditation,1,2084.899999976158
29,3,Positive Urgency,1,3156.7000000476837
29,4,Perseverance,2,1485
29,5,Premeditation,1,1812.5999999046328
29,6,Negative Urgency,1,3756.8000000715256
29,7,Perseverance,2,1670.2000000476835
29,8,Negative Urgency,2,3547.5
29,9,Sensation Seeking,1,2869
29,10,Positive Urgency,1,3445.2000000476837
29,11,Perseverance,1,2285
29,12,Premeditation,1,2149.900000095367
29,13,Negative Urgency,1,3188.5
29,14,Sensation Seeking,3,4629.399999976158
29,15,Negative Urgency,1,1916.6999999284744
29,16,Sensation Seeking,1,2101.099999904633
29,17,Positive Urgency,1,3173.2999999523163
29,18,Sensation Seeking,1,1796.600000023842
29,19,Premeditation,1,1861.2999999523165
29,20,Positive Urgency,1,4468
