subject_ID,block_number,trial_number,phase,response_number,key,rt
6,4,23,delay,1,space,840
6,4,37,delay,1,space,2653
6,5,3,delay,1,space,1839
6,5,21,delay,1,space,2907
6,5,23,delay,1,space,2801
6,5,47,delay,1,space,764
6,6,3,delay,1,space,3005
6,6,5,delay,1,space,2876
6,6,7,delay,1,space,1916
6,6,11,delay,1,space,810
6,6,17,delay,1,space,2254
6,6,19,delay,1,space,786
6,6,23,delay,1,space,2238
6,6,25,delay,1,space,2296
6,6,27,delay,1,space,2308
6,6,29,delay,1,space,2437
6,6,47,delay,1,space,2530
