subject_ID,question_number,factor,resp,rt
50,1,Perseverance,2,2421
50,2,Premeditation,2,1713
50,3,Positive Urgency,1,16612
50,4,Perseverance,3,3311
50,5,Premeditation,2,10948
50,6,Negative Urgency,1,4150
50,7,Perseverance,2,3165
50,8,Negative Urgency,1,3115
50,9,Sensation Seeking,2,8023
50,10,Positive Urgency,1,5765
50,11,Perseverance,2,3023
50,12,Premeditation,2,2420
50,13,Negative Urgency,1,19676
50,14,Sensation Seeking,2,2637
50,15,Negative Urgency,1,3567
50,16,Sensation Seeking,1,3314
50,17,Positive Urgency,1,3408
50,18,Sensation Seeking,2,2123
50,19,Premeditation,2,1436
50,20,Positive Urgency,2,2044
