subject_ID,question_number,factor,resp,rt
96,1,Perseverance,1,8269.800000011921
96,2,Premeditation,1,7779.900000035763
96,3,Positive Urgency,1,10379.900000035765
96,4,Perseverance,1,5381.399999976158
96,5,Premeditation,1,6699.199999988079
96,6,Negative Urgency,1,13178.30000001192
96,7,Perseverance,1,7864.099999964237
96,8,Negative Urgency,1,9029.600000023842
96,9,Sensation Seeking,4,5045.599999964237
96,10,Positive Urgency,2,6783.400000035763
96,11,Perseverance,1,4363.599999964237
96,12,Premeditation,1,9583.100000023842
96,13,Negative Urgency,1,5844.600000023842
96,14,Sensation Seeking,3,10429.80000001192
96,15,Negative Urgency,2,11948.30000001192
96,16,Sensation Seeking,4,4330.400000035763
96,17,Positive Urgency,3,8799.300000011921
96,18,Sensation Seeking,4,10545.399999976158
96,19,Premeditation,1,5863.899999976158
96,20,Positive Urgency,1,10428.899999976158
