subject_ID,block_number,trial_number,phase,response_number,key,rt
102,2,2,delay,1,space,2222
102,2,2,delay,2,space,2879
102,3,1,delay,1,space,2548
102,3,7,delay,1,space,2022
102,3,17,delay,1,f,871
102,3,23,delay,1,space,464
102,3,29,delay,1,space,529
102,3,29,delay,2,space,1430
102,3,29,delay,3,space,2320
102,3,31,delay,1,space,456
102,3,31,delay,2,space,2777
102,3,47,delay,1,space,652
102,3,51,delay,1,j,497
102,4,11,delay,1,space,496
102,4,29,delay,1,space,307
102,4,31,delay,1,space,756
102,4,31,delay,2,space,1226
102,4,31,delay,3,space,1760
102,4,35,delay,1,space,583
102,4,35,delay,2,space,1026
102,4,37,delay,1,space,823
102,4,47,delay,1,space,563
102,4,47,delay,2,space,1416
102,4,47,delay,3,space,1733
102,4,47,delay,4,space,2316
102,4,47,delay,5,space,2889
102,4,49,delay,1,space,697
102,5,11,delay,1,space,630
102,5,11,delay,2,space,2609
102,5,27,delay,1,space,523
102,5,39,delay,1,space,632
102,5,41,delay,1,space,1103
102,5,41,delay,2,space,2450
102,5,41,delay,3,space,2999
102,6,11,delay,1,space,629
102,6,13,delay,1,space,499
102,6,15,delay,1,space,430
102,6,19,delay,1,space,2637
102,6,25,delay,1,f,162
102,6,27,delay,1,f,746
102,6,27,delay,2,space,1276
102,6,45,delay,1,space,493
102,6,47,delay,1,space,285
102,6,49,delay,1,space,1322
102,6,49,delay,2,space,2298
102,6,49,delay,3,space,2856
102,6,51,delay,1,space,2270
102,6,51,delay,2,space,2812
