subject_ID,block_number,trial_number,phase,response_number,key,rt
54,3,1,delay,1,j,19
54,3,1,delay,2,space,1706
54,3,35,delay,1,space,676
54,3,47,delay,1,space,864
54,4,3,delay,1,space,175
54,4,21,delay,1,f,694
54,4,25,delay,1,space,26
54,4,33,delay,1,space,133
54,4,35,delay,1,space,146
54,4,37,delay,1,space,56
54,4,39,delay,1,space,101
54,4,41,delay,1,space,393
54,4,43,delay,1,space,717
54,4,47,delay,1,space,314
54,5,3,delay,1,space,19
54,5,3,delay,2,space,542
54,5,11,delay,1,space,110
54,5,27,delay,1,space,192
54,5,29,delay,1,space,65
54,5,31,delay,1,space,86
54,5,45,delay,1,space,149
54,5,47,delay,1,space,346
54,5,51,delay,1,space,145
54,6,1,delay,1,space,279
54,6,15,delay,1,space,277
54,6,17,delay,1,space,280
54,6,21,delay,1,space,343
54,6,31,delay,1,space,349
54,6,33,delay,1,space,302
54,6,35,delay,1,space,289
54,6,41,delay,1,space,350
54,6,51,delay,1,space,342
