subject_ID,question_number,factor,resp,rt
119,1,Perseverance,2,5692.300000190735
119,2,Premeditation,2,3892.6000003814697
119,3,Positive Urgency,2,4843
119,4,Perseverance,2,4345.800000190735
119,5,Premeditation,1,4068.699999809265
119,6,Negative Urgency,3,5334
119,7,Perseverance,2,3966.1000003814697
119,8,Negative Urgency,3,29172.099999904633
119,9,Sensation Seeking,1,4539.799999713898
119,10,Positive Urgency,3,7595.5
119,11,Perseverance,1,3491.7999997138977
119,12,Premeditation,2,5465
119,13,Negative Urgency,4,3991.699999809265
119,14,Sensation Seeking,3,14723.5
119,15,Negative Urgency,4,4700.699999809265
119,16,Sensation Seeking,1,3835.7999997138977
119,17,Positive Urgency,2,3953
119,18,Sensation Seeking,2,31092.900000095367
119,19,Premeditation,2,4214.599999904633
119,20,Positive Urgency,3,7245.800000190735
