subject_ID,question_number,factor,resp,rt
74,1,Perseverance,1,4644.5
74,2,Premeditation,1,3089.2000002861023
74,3,Positive Urgency,2,6671
74,4,Perseverance,2,2619.400000095367
74,5,Premeditation,2,3170.3999996185303
74,6,Negative Urgency,1,4334.5
74,7,Perseverance,2,3315
74,8,Negative Urgency,1,7022.900000095367
74,9,Sensation Seeking,2,3162.5
74,10,Positive Urgency,1,3327
74,11,Perseverance,2,2602.900000095367
74,12,Premeditation,1,3602.5
74,13,Negative Urgency,1,2634.199999809265
74,14,Sensation Seeking,3,4110.60000038147
74,15,Negative Urgency,1,2810.400000095367
74,16,Sensation Seeking,1,3934.5
74,17,Positive Urgency,1,3451.099999904633
74,18,Sensation Seeking,1,2938.6000003814697
74,19,Premeditation,1,2538.599999904633
74,20,Positive Urgency,1,2771.5
