subject_ID,question_number,factor,resp,rt
99,1,Perseverance,1,8678
99,2,Premeditation,2,6826
99,3,Positive Urgency,1,9390
99,4,Perseverance,1,5952
99,5,Premeditation,2,6836
99,6,Negative Urgency,1,9211
99,7,Perseverance,1,10613
99,8,Negative Urgency,2,16570
99,9,Sensation Seeking,3,5947
99,10,Positive Urgency,1,7049
99,11,Perseverance,1,4523
99,12,Premeditation,2,7726
99,13,Negative Urgency,1,8048
99,14,Sensation Seeking,3,14855
99,15,Negative Urgency,1,6861
99,16,Sensation Seeking,1,7626
99,17,Positive Urgency,1,5771
99,18,Sensation Seeking,1,7465
99,19,Premeditation,1,8094
99,20,Positive Urgency,1,4620
