subject_ID,question_number,factor,resp,rt
62,1,Perseverance,1,9879.599999904633
62,2,Premeditation,1,2998.300000190735
62,3,Positive Urgency,1,12075.699999809263
62,4,Perseverance,2,5639.300000190735
62,5,Premeditation,1,7091.400000095367
62,6,Negative Urgency,1,8443.700000286102
62,7,Perseverance,2,7152
62,8,Negative Urgency,3,9963.10000038147
62,9,Sensation Seeking,2,4286.099999904633
62,10,Positive Urgency,1,4534
62,11,Perseverance,2,2300.800000190735
62,12,Premeditation,1,6002
62,13,Negative Urgency,1,5125.5
62,14,Sensation Seeking,3,11115
62,15,Negative Urgency,1,4652.900000095367
62,16,Sensation Seeking,4,7141.900000095367
62,17,Positive Urgency,1,9217.39999961853
62,18,Sensation Seeking,3,5627.800000190735
62,19,Premeditation,1,5227.099999904633
62,20,Positive Urgency,1,4218.5
