subject_ID,question_number,factor,resp,rt
109,1,Perseverance,3,4350.600000000093
109,2,Premeditation,3,1219.3999999999069
109,3,Positive Urgency,3,3308.899999999907
109,4,Perseverance,2,2182.9000000003725
109,5,Premeditation,3,1155.2999999998135
109,6,Negative Urgency,3,3696
109,7,Perseverance,2,1997
109,8,Negative Urgency,3,1932.1999999997208
109,9,Sensation Seeking,2,2094
109,10,Positive Urgency,2,3510.5999999996275
109,11,Perseverance,1,2005.4000000003723
109,12,Premeditation,2,1641.2999999998135
109,13,Negative Urgency,2,2062.399999999907
109,14,Sensation Seeking,3,2094.1999999997206
109,15,Negative Urgency,2,2264.1999999997206
109,16,Sensation Seeking,1,2442.899999999907
109,17,Positive Urgency,3,2635.899999999907
109,18,Sensation Seeking,1,3778.099999999627
109,19,Premeditation,1,2717.5
109,20,Positive Urgency,3,2482.5
