subject_ID,question_number,factor,resp,rt
90,1,Perseverance,3,10349.900000095367
90,2,Premeditation,2,5798.200000047684
90,3,Positive Urgency,3,8511.099999904633
90,4,Perseverance,2,5724
90,5,Premeditation,3,10048.5
90,6,Negative Urgency,3,9691.400000095367
90,7,Perseverance,1,10896.699999809263
90,8,Negative Urgency,3,15434.5
90,9,Sensation Seeking,3,7284.899999856949
90,10,Positive Urgency,2,6713
90,11,Perseverance,3,7320.5
90,12,Premeditation,2,15955.700000047684
90,13,Negative Urgency,4,4945.200000047684
90,14,Sensation Seeking,2,7766.700000047684
90,15,Negative Urgency,4,13318.799999952316
90,16,Sensation Seeking,4,5585
90,17,Positive Urgency,3,7851.200000047684
90,18,Sensation Seeking,4,6037.199999809265
90,19,Premeditation,2,8025.200000047684
90,20,Positive Urgency,1,7612.400000095367
