subject_ID,question_number,factor,resp,rt
30,1,Perseverance,2,7945
30,2,Premeditation,1,3973.199999999255
30,3,Positive Urgency,1,6669.5999999996275
30,4,Perseverance,2,2757.199999999255
30,5,Premeditation,1,3157.800000000745
30,6,Negative Urgency,1,9261.699999999257
30,7,Perseverance,1,4757.300000000745
30,8,Negative Urgency,2,7109.299999998882
30,9,Sensation Seeking,1,3765.300000000745
30,10,Positive Urgency,2,3453.699999999255
30,11,Perseverance,2,3965.2999999988824
30,12,Premeditation,1,4693.299999998882
30,13,Negative Urgency,1,2773.800000000745
30,14,Sensation Seeking,2,4518.4000000003725
30,15,Negative Urgency,3,7653.4000000003725
30,16,Sensation Seeking,1,8357.599999999627
30,17,Positive Urgency,1,8557.900000000373
30,18,Sensation Seeking,3,4693.199999999255
30,19,Premeditation,1,5717.300000000745
30,20,Positive Urgency,2,3493.9000000003725
