subject_ID,question_number,factor,resp,rt
19,1,Perseverance,2,7040.200000047684
19,2,Premeditation,3,3488.199999988079
19,3,Positive Urgency,2,4633
19,4,Perseverance,2,3488
19,5,Premeditation,1,4286.100000023842
19,6,Negative Urgency,3,4223.100000023842
19,7,Perseverance,2,3764.5
19,8,Negative Urgency,4,6674.300000011921
19,9,Sensation Seeking,1,4035.800000011921
19,10,Positive Urgency,2,3242.899999976158
19,11,Perseverance,2,2774.5
19,12,Premeditation,3,4094.5
19,13,Negative Urgency,3,3032.399999976158
19,14,Sensation Seeking,3,3855.399999976158
19,15,Negative Urgency,4,3568
19,16,Sensation Seeking,3,2947.599999964237
19,17,Positive Urgency,2,4402.900000035763
19,18,Sensation Seeking,3,3650.799999952316
19,19,Premeditation,2,3192.300000011921
19,20,Positive Urgency,1,3938.799999952316
