subject_ID,block_number,trial_number,phase,response_number,key,rt
98,2,4,delay,1,space,2344
98,3,5,delay,1,space,613
98,3,7,delay,1,space,661
98,3,11,delay,1,space,544
98,3,11,delay,2,space,2000
98,3,13,delay,1,space,15
98,3,13,delay,2,space,720
98,3,17,delay,1,space,226
98,3,23,delay,1,space,625
98,3,29,delay,1,space,506
98,3,29,delay,2,space,1075
98,3,47,delay,1,space,684
98,3,49,delay,1,space,2090
98,3,51,delay,1,space,401
98,4,1,delay,1,space,485
98,4,7,delay,1,space,945
98,4,11,delay,1,space,337
98,4,13,delay,1,space,328
98,4,17,delay,1,space,366
98,4,23,delay,1,space,1851
98,4,27,delay,1,space,814
98,4,29,delay,1,space,335
98,4,31,delay,1,space,348
98,4,33,delay,1,space,329
98,5,1,delay,1,space,702
98,5,1,delay,2,space,1486
98,5,1,delay,3,space,1835
98,5,3,delay,1,space,2733
98,5,5,delay,1,space,292
98,5,7,delay,1,space,293
98,5,11,delay,1,space,265
98,5,13,delay,1,space,450
98,5,17,delay,1,space,485
98,5,29,delay,1,space,2816
98,5,31,delay,1,space,107
98,5,31,delay,2,space,1069
98,5,33,delay,1,space,226
98,5,35,delay,1,space,6
98,5,41,delay,1,space,97
98,5,45,delay,1,space,167
98,5,47,delay,1,f,257
98,5,49,delay,1,space,514
98,6,1,delay,1,space,156
98,6,3,delay,1,space,270
98,6,5,delay,1,space,349
98,6,13,delay,1,space,430
98,6,25,delay,1,space,378
98,6,29,delay,1,space,286
98,6,33,delay,1,space,8
98,6,35,delay,1,space,2456
98,6,37,delay,1,space,322
98,6,41,delay,1,space,727
98,6,43,delay,1,space,390
98,6,45,delay,1,space,369
98,6,47,delay,1,space,55
98,6,49,delay,1,space,469
98,6,51,delay,1,space,97
98,6,51,delay,2,space,716
