subject_ID,question_number,factor,resp,rt
131,1,Perseverance,1,4647.199999809265
131,2,Premeditation,3,3535.900000095367
131,3,Positive Urgency,1,3541.900000095367
131,4,Perseverance,3,2410.900000095367
131,5,Premeditation,2,2669
131,6,Negative Urgency,3,3897.599999904633
131,7,Perseverance,3,3100.900000095367
131,8,Negative Urgency,2,3979.900000095367
131,9,Sensation Seeking,3,1775.9000000953674
131,10,Positive Urgency,1,2272.7999997138977
131,11,Perseverance,2,2097.7000002861023
131,12,Premeditation,1,3305.900000095367
131,13,Negative Urgency,1,2549.800000190735
131,14,Sensation Seeking,3,3844
131,15,Negative Urgency,2,2695.7000002861023
131,16,Sensation Seeking,1,5885.300000190735
131,17,Positive Urgency,1,3514.900000095367
131,18,Sensation Seeking,1,5197.099999904633
131,19,Premeditation,2,2677.900000095367
131,20,Positive Urgency,2,2860.699999809265
