subject_ID,block_number,trial_number,phase,response_number,key,rt
75,2,2,delay,1,space,340
75,2,4,delay,1,space,377
75,3,9,delay,1,space,291
75,3,11,delay,1,space,295
75,3,15,delay,1,space,306
75,3,17,delay,1,space,285
75,3,23,delay,1,space,224
75,3,41,delay,1,space,367
75,3,45,delay,1,space,333
75,4,5,delay,1,space,229
75,4,11,delay,1,space,199
75,4,17,delay,1,space,245
75,4,17,delay,2,space,2356
75,4,19,delay,1,j,295
75,4,23,delay,1,space,300
75,4,35,delay,1,space,253
75,4,39,delay,1,space,224
75,4,47,delay,1,space,297
75,4,49,delay,1,space,361
75,5,7,delay,1,space,246
75,5,9,delay,1,space,274
75,5,11,delay,1,space,264
75,5,11,delay,2,space,585
75,5,23,delay,1,space,235
75,5,29,delay,1,space,538
75,5,37,delay,1,space,469
75,5,51,delay,1,space,567
75,6,9,delay,1,space,238
75,6,15,delay,1,space,270
75,6,19,delay,1,space,241
75,6,23,delay,1,space,256
75,6,31,delay,1,space,213
75,6,33,delay,1,space,257
75,6,49,delay,1,space,450
75,6,49,delay,2,j,610
75,6,49,delay,3,space,923
