subject_ID,question_number,factor,resp,rt
8,1,Perseverance,1,14797.099999904633
8,2,Premeditation,2,4488.100000023842
8,3,Positive Urgency,1,8280.299999952316
8,4,Perseverance,3,20260.700000047684
8,5,Premeditation,2,5317.100000023842
8,6,Negative Urgency,2,12381.100000023842
8,7,Perseverance,2,8362.699999928474
8,8,Negative Urgency,2,8964.399999976158
8,9,Sensation Seeking,3,3819.899999976158
8,10,Positive Urgency,1,5454
8,11,Perseverance,2,6032.5
8,12,Premeditation,2,5041
8,13,Negative Urgency,1,4338.100000023842
8,14,Sensation Seeking,3,8362.100000023842
8,15,Negative Urgency,2,5421.700000047684
8,16,Sensation Seeking,3,10665.299999952316
8,17,Positive Urgency,2,6978.299999952316
8,18,Sensation Seeking,3,5411
8,19,Premeditation,2,5694.799999952316
8,20,Positive Urgency,3,7878.300000071526
