subject_ID,question_number,factor,resp,rt
71,1,Perseverance,1,7341
71,2,Premeditation,2,3963
71,3,Positive Urgency,4,5286
71,4,Perseverance,1,3280
71,5,Premeditation,2,4777
71,6,Negative Urgency,4,6016
71,7,Perseverance,1,7939
71,8,Negative Urgency,4,17752
71,9,Sensation Seeking,3,4879
71,10,Positive Urgency,4,3689
71,11,Perseverance,1,2807
71,12,Premeditation,3,8705
71,13,Negative Urgency,4,3761
71,14,Sensation Seeking,4,9256
71,15,Negative Urgency,4,8414
71,16,Sensation Seeking,1,8718
71,17,Positive Urgency,3,14013
71,18,Sensation Seeking,2,6061
71,19,Premeditation,2,4148
71,20,Positive Urgency,4,3286
