subject_ID,question_number,factor,resp,rt
117,1,Perseverance,1,5048
117,2,Premeditation,1,4559
117,3,Positive Urgency,1,4894
117,4,Perseverance,2,3248
117,5,Premeditation,1,3627
117,6,Negative Urgency,2,4473
117,7,Perseverance,1,4014
117,8,Negative Urgency,3,5196
117,9,Sensation Seeking,2,3569
117,10,Positive Urgency,1,2677
117,11,Perseverance,2,4512
117,12,Premeditation,1,4261
117,13,Negative Urgency,2,2967
117,14,Sensation Seeking,3,4229
117,15,Negative Urgency,3,4406
117,16,Sensation Seeking,4,8914
117,17,Positive Urgency,1,5859
117,18,Sensation Seeking,2,7030
117,19,Premeditation,1,3084
117,20,Positive Urgency,1,3320
