subject_ID,question_number,factor,resp,rt
69,1,Perseverance,1,5399.10000000149
69,2,Premeditation,1,4817.300000000745
69,3,Positive Urgency,1,8330.5
69,4,Perseverance,2,3994.10000000149
69,5,Premeditation,1,5110.400000002235
69,6,Negative Urgency,1,6569.800000000745
69,7,Perseverance,2,3634.300000000745
69,8,Negative Urgency,1,6234.5
69,9,Sensation Seeking,3,2894.099999997765
69,10,Positive Urgency,1,3618.70000000298
69,11,Perseverance,1,3570
69,12,Premeditation,1,4886.599999997765
69,13,Negative Urgency,2,5889.800000000745
69,14,Sensation Seeking,3,3994.699999999255
69,15,Negative Urgency,2,3661.89999999851
69,16,Sensation Seeking,4,3434.60000000149
69,17,Positive Urgency,2,8294.300000000745
69,18,Sensation Seeking,2,5546.300000000745
69,19,Premeditation,1,4470.099999997765
69,20,Positive Urgency,1,4558.199999999255
