subject_ID,question_number,factor,resp,rt
78,1,Perseverance,1,5433
78,2,Premeditation,2,3031.5
78,3,Positive Urgency,2,4240
78,4,Perseverance,2,3429.100000143051
78,5,Premeditation,2,2659.900000095367
78,6,Negative Urgency,2,4894.299999952316
78,7,Perseverance,2,4140.099999904633
78,8,Negative Urgency,3,4017.5
78,9,Sensation Seeking,3,2819
78,10,Positive Urgency,2,3861.099999904633
78,11,Perseverance,2,2595.2999999523163
78,12,Premeditation,2,2384.399999856949
78,13,Negative Urgency,3,2646
78,14,Sensation Seeking,4,3973.899999856949
78,15,Negative Urgency,2,4118.599999904633
78,16,Sensation Seeking,4,2962.5
78,17,Positive Urgency,1,8062.900000095367
78,18,Sensation Seeking,4,4613.299999952316
78,19,Premeditation,2,2882.599999904633
78,20,Positive Urgency,2,4520.900000095367
