subject_ID,question_number,factor,resp,rt
66,1,Perseverance,2,7507.300000000745
66,2,Premeditation,1,3221.10000000149
66,3,Positive Urgency,2,3357
66,4,Perseverance,3,4341.5
66,5,Premeditation,2,5492.699999999255
66,6,Negative Urgency,2,5669.5
66,7,Perseverance,2,4189.10000000149
66,8,Negative Urgency,2,13660.89999999851
66,9,Sensation Seeking,3,4101.10000000149
66,10,Positive Urgency,1,6581.29999999702
66,11,Perseverance,2,4509.699999999255
66,12,Premeditation,1,4868.800000000745
66,13,Negative Urgency,1,4789.5
66,14,Sensation Seeking,3,4661.10000000149
66,15,Negative Urgency,2,4653
66,16,Sensation Seeking,4,3525
66,17,Positive Urgency,1,8429.5
66,18,Sensation Seeking,2,3965.099999997765
66,19,Premeditation,1,4694.300000000745
66,20,Positive Urgency,1,5228.79999999702
