subject_ID,question_number,factor,resp,rt
100,1,Perseverance,1,10603.099999999627
100,2,Premeditation,1,3677
100,3,Positive Urgency,1,6173.699999999255
100,4,Perseverance,2,3365.5999999996275
100,5,Premeditation,1,4253.5
100,6,Negative Urgency,1,12285.800000000743
100,7,Perseverance,2,9573.39999999851
100,8,Negative Urgency,2,8717.599999999627
100,9,Sensation Seeking,1,3133.9000000003725
100,10,Positive Urgency,2,3908.800000000745
100,11,Perseverance,1,2477.5999999996275
100,12,Premeditation,2,5165.699999999255
100,13,Negative Urgency,1,3157.2999999988824
100,14,Sensation Seeking,2,9125.699999999257
100,15,Negative Urgency,2,10733.599999999627
100,16,Sensation Seeking,2,17365.5
100,17,Positive Urgency,1,5101.5
100,18,Sensation Seeking,1,4581.800000000745
100,19,Premeditation,1,3413.699999999255
100,20,Positive Urgency,2,4453.5999999996275
